Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Female,73,No,Yes,Yes,0,San Jose,95135,37.28682,-121.723877,5,11,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,Yes,15798,No,2,No,No,5,3.853702276406564,103.05909090909091,Yes,New (0-1y),Yes,No
Female,74,No,Yes,Yes,0,Glencoe,95232,38.358464,-120.579304,1,3,Yes,3.29,No,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,Yes,21,No,2,No,No,1,8.933323407418436,74.68333333333334,Yes,New (0-1y),Yes,Yes
Male,80,No,Yes,No,0,Columbia,95310,38.085839,-120.37855,0,21,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0,727.02,1963.17,Yes,2144,No,1,Yes,No,2,4.289282650512392,58.86428571428572,Yes,Standard (1-2y),No,Yes
Female,76,No,Yes,No,0,Escondido,92027,33.141265,-116.967221,0,16,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,Yes,48690,No,1,Yes,No,3,6.009371244142973,95.575,Yes,Standard (1-2y),No,Yes
Female,73,No,Yes,No,0,Lakewood,90712,33.840524,-118.148403,0,46,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,Yes,30173,No,1,Yes,No,3,3.1749989416670195,96.17826086956521,No,Loyal (2-4y),No,No
Female,70,No,Yes,Yes,0,Fulton,95439,38.493888,-122.777141,1,68,Yes,24.13,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.44,Yes,476,No,2,No,No,3,3.733331777778426,90.11176470588236,No,Very Loyal (4y+),Yes,No
Male,75,No,Yes,Yes,0,Nice,95464,39.12334,-122.838198,1,7,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0,95.41,772.11,Yes,2223,No,2,No,No,2,3.314813587106079,96.67142857142858,No,New (0-1y),Yes,No
Male,74,No,Yes,Yes,0,Alderpoint,95511,40.166028,-123.584144,1,15,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0.0,0,678.75,2024.3,Yes,261,No,2,No,No,2,3.8909073223148534,89.70333333333333,No,Standard (1-2y),Yes,No
Male,76,No,Yes,No,0,Bayside,95524,40.825486,-124.049485,0,16,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1587.88,Yes,1689,No,1,Yes,No,2,3.9363618471082513,80.0625,Yes,Standard (1-2y),No,No
Female,75,No,Yes,No,0,Loleta,95551,40.665952,-124.240051,0,1,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,29.68,98.93,Yes,1447,No,1,Yes,No,0,3.8472200848777307,69.25,No,New (0-1y),No,Yes
Female,74,No,Yes,No,0,Rio Dell,95562,40.485849,-124.163234,0,1,No,0.0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0.0,0,0.0,25.2,Yes,3284,No,1,Yes,No,0,5.03998992002016,25.2,No,New (0-1y),No,Yes
Female,73,No,Yes,No,0,Davis,95618,38.544002,-121.685559,0,13,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.0,0.0,0,247.39,1537.39,Yes,648,No,1,Yes,No,4,3.960415016493743,99.23076923076923,No,Standard (1-2y),No,No
Female,69,No,Yes,No,0,Folsom,95630,38.672638,-121.147403,0,1,Yes,20.06,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,79.2,0.0,0,20.06,99.26,Yes,51855,No,1,Yes,No,1,3.299998625000573,79.2,No,New (0-1y),No,No
Female,75,No,Yes,Yes,0,Madison,95653,38.674276,-121.961866,1,34,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.4700000000003,Yes,844,No,2,No,No,4,23.562441093897267,94.63382352941177,No,Loyal (2-4y),Yes,Yes
Female,65,No,Yes,No,0,Pleasant Grove,95668,38.833554,-121.498102,0,4,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0.0,0,50.72,493.5700000000001,Yes,901,No,1,Yes,No,5,9.97999002000998,110.7125,No,New (0-1y),No,Yes
Female,77,No,Yes,No,0,Sheridan,95681,38.984756,-121.345074,0,2,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,209.39,Yes,1219,No,1,Yes,No,3,5.21388599228556,85.425,Yes,New (0-1y),No,Yes
Male,67,No,Yes,No,0,Wheatland,95692,39.043387,-121.409837,0,9,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,Yes,3600,No,1,Yes,No,2,4.688886283952065,81.38888888888889,Yes,New (0-1y),No,Yes
Female,78,No,Yes,No,0,Rancho Cordova,95742,38.591134,-121.161585,0,5,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0,211.65,561.3,Yes,299,No,1,Yes,No,1,8.394435117294314,69.92999999999999,Yes,New (0-1y),No,Yes
Male,65,No,Yes,No,0,Canyon Dam,95923,40.171312,-121.120605,0,22,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,Yes,86,No,1,Yes,No,4,12.087484890643887,94.67954545454545,Yes,Standard (1-2y),No,No
Male,74,No,Yes,No,0,Dobbins,95935,39.381174,-121.21191,0,19,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,Yes,614,No,1,Yes,No,3,9.79998911112321,93.46315789473684,No,Standard (1-2y),No,Yes
Male,70,No,Yes,No,0,Forest Ranch,95942,40.077028,-121.494168,0,15,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1842.35,Yes,1351,No,1,Yes,No,1,3.981576851801657,76.44333333333334,No,Standard (1-2y),No,Yes
Male,69,No,Yes,No,0,Grass Valley,95949,39.099204,-121.137962,0,1,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,Yes,17922,No,1,Yes,No,1,3.734998132500934,74.7,No,New (0-1y),No,Yes
Female,76,No,Yes,No,0,Nevada City,95959,39.333737,-120.858667,0,1,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,Yes,17269,No,1,Yes,No,0,0.9923073106510344,25.8,No,New (0-1y),No,No
Male,71,No,Yes,No,0,Escondido,92027,33.141265,-116.967221,0,10,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,Yes,48690,No,1,Yes,No,3,6.810709420921842,89.83500000000001,Yes,New (0-1y),No,Yes
Female,76,No,Yes,No,0,Fallbrook,92028,33.362575,-117.299644,0,3,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,Yes,42239,No,1,Yes,No,0,7.499987500020834,42.36666666666667,Yes,New (0-1y),No,No
Male,77,No,Yes,Yes,0,Lewiston,96052,40.704293,-122.803899,1,12,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,Yes,1845,No,2,No,No,1,4.2342082977851065,79.18333333333334,Yes,New (0-1y),Yes,Yes
Male,74,No,Yes,No,0,Palo Cedro,96073,40.582399,-122.195512,0,2,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42000000000002,Yes,4931,No,1,Yes,No,1,6.7909029173609845,82.7,No,New (0-1y),No,Yes
Male,77,No,Yes,No,0,Round Mountain,96084,40.923558,-122.059933,0,1,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,Yes,459,No,1,Yes,No,3,4.43999778000111,88.8,No,New (0-1y),No,No
Male,76,No,Yes,Yes,0,San Diego,92130,32.957195,-117.202542,1,13,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,Yes,28201,No,2,No,No,3,17.80996438007124,89.94999999999999,No,Standard (1-2y),Yes,Yes
Female,77,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,0,23,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.9100000000001,3010.51,Yes,28201,No,1,Yes,No,3,4.1195634262767715,99.72173913043478,No,Standard (1-2y),No,No
Female,80,No,Yes,Yes,0,San Diego,92130,32.957195,-117.202542,1,17,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.3900000000003,Yes,28201,No,2,No,No,3,14.22497629170618,86.08529411764707,No,Standard (1-2y),Yes,Yes
Male,68,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,0,17,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,Yes,28201,No,1,Yes,No,0,22.52488737556312,45.32941176470588,No,Standard (1-2y),No,Yes
Female,79,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,0,42,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,Yes,28201,No,1,Yes,No,2,4.979408835641862,84.31785714285714,Yes,Loyal (2-4y),No,Yes
Male,65,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,0,1,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,Yes,28201,No,1,Yes,No,1,4.943746910158181,79.1,No,New (0-1y),No,Yes
Male,68,No,Yes,No,0,San Diego,92121,32.898613,-117.202937,0,1,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,Yes,4258,No,1,Yes,No,1,4.1791631840306795,50.15,No,New (0-1y),No,Yes
Female,72,No,Yes,No,0,Hermosa Beach,90254,33.86532,-118.396336,0,1,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.11,Yes,18693,No,1,Yes,No,0,4.6399969066687285,69.6,No,New (0-1y),No,Yes
Female,66,No,Yes,No,0,Buena Park,90620,33.845706,-118.012204,0,41,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,Yes,44442,No,1,Yes,No,7,4.921736990549134,114.3780487804878,No,Loyal (2-4y),No,No
Male,68,No,Yes,No,0,Buena Park,90621,33.874224,-117.993368,0,13,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,Yes,33528,No,1,Yes,Yes,3,22.62494343764141,92.39615384615385,No,Standard (1-2y),No,No
Male,69,No,Yes,Yes,0,Long Beach,90813,33.781086,-118.199049,1,32,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,Yes,63136,No,2,No,Yes,3,3.695650567108449,82.5640625,Yes,Loyal (2-4y),Yes,No
Male,76,No,Yes,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,32,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,Yes,23984,No,2,No,No,3,8.52999147000853,83.159375,Yes,Loyal (2-4y),Yes,Yes
Male,70,No,Yes,Yes,0,Glendale,91202,34.167926,-118.267539,1,57,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,Yes,21990,No,2,No,Yes,3,14.949950166832778,45.13947368421052,No,Very Loyal (4y+),Yes,Yes
Male,71,No,Yes,No,0,Glendale,91204,34.136306,-118.26036,0,1,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,Yes,17015,No,1,Yes,No,0,3.221426270409807,45.1,No,New (0-1y),No,Yes
Male,75,No,Yes,No,0,Reseda,91335,34.200175,-118.540958,0,1,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,Yes,68018,No,1,Yes,No,3,1.6653839748523174,43.3,No,New (0-1y),No,No
Female,67,No,Yes,No,0,Sylmar,91342,34.321621,-118.399841,0,38,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.4500000000003,Yes,81986,No,1,Yes,No,2,2.11666588271634,59.227631578947374,No,Loyal (2-4y),No,No
Female,65,No,Yes,Yes,0,Burbank,91502,34.177267,-118.31003,1,35,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,Yes,11517,No,2,No,No,5,4.568179741736481,104.38142857142857,No,Loyal (2-4y),Yes,No
Female,80,No,Yes,No,0,North Hollywood,91606,34.187599,-118.387125,0,1,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,Yes,45358,No,1,Yes,No,0,3.221426270409807,45.1,No,New (0-1y),No,Yes
Male,71,No,Yes,Yes,0,Chino,91710,33.990646,-117.663025,1,30,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,Yes,75319,No,2,No,No,1,1.7379304351964016,50.916666666666664,No,Loyal (2-4y),Yes,No
Female,70,No,Yes,No,0,Claremont,91711,34.127621,-117.717863,0,5,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,Yes,34716,No,1,Yes,No,1,3.947498026250987,75.67999999999999,Yes,New (0-1y),No,Yes
Male,73,No,Yes,No,0,San Diego,92117,32.825086,-117.199424,0,1,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,Yes,51213,No,1,Yes,No,3,15.591640680598866,93.55,No,New (0-1y),No,Yes
Male,78,No,Yes,Yes,0,San Diego,92117,32.825086,-117.199424,1,58,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,Yes,51213,No,2,No,No,6,5.728944353187182,108.40086206896552,Yes,Very Loyal (4y+),Yes,Yes
Female,76,No,Yes,No,0,San Diego,92117,32.825086,-117.199424,0,16,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,Yes,51213,No,1,Yes,No,2,12.107125561249198,84.384375,Yes,Standard (1-2y),No,Yes
Female,73,No,Yes,No,0,San Diego,92117,32.825086,-117.199424,0,1,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,Yes,51213,No,1,Yes,No,0,2.5907397812074886,69.95,No,New (0-1y),No,No
Female,68,No,Yes,Yes,0,San Diego,92122,32.85723,-117.209774,1,5,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,Yes,34902,No,2,No,Yes,2,7.363629669427573,74.33,Yes,New (0-1y),Yes,No
Male,79,No,Yes,No,0,Desert Center,92239,33.889605,-115.257009,0,21,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,Yes,964,No,1,Yes,Yes,3,13.828551673497609,96.68095238095238,Yes,Standard (1-2y),No,Yes
Female,67,No,Yes,No,0,Escondido,92027,33.141265,-116.967221,0,43,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,Yes,48690,No,1,Yes,No,5,10.814989185010816,106.99302325581395,Yes,Loyal (2-4y),No,Yes
Female,69,No,Yes,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,32,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,Yes,42239,No,2,No,Yes,3,15.533307444487594,91.59375,Yes,Loyal (2-4y),Yes,Yes
Female,72,No,Yes,No,0,Wrightwood,92397,34.358321,-117.618263,0,1,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,Yes,4253,No,1,Yes,No,0,5.426918902370075,70.55,No,New (0-1y),No,Yes
Male,75,No,Yes,Yes,0,Moreno Valley,92555,33.907361,-117.109972,1,29,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,Yes,12743,No,2,No,Yes,5,3.5178558864800404,103.59137931034483,No,Loyal (2-4y),Yes,No
Male,67,No,Yes,Yes,0,Murrieta,92563,33.581045,-117.14719,1,13,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,Yes,18311,No,2,No,Yes,4,15.874973541710764,94.89615384615385,Yes,Standard (1-2y),Yes,Yes
Male,72,No,Yes,Yes,0,Nuevo,92567,33.82769,-117.102244,1,7,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,Yes,7344,No,2,No,Yes,1,4.376468013842345,75.41428571428571,No,New (0-1y),Yes,Yes
Female,68,No,Yes,No,0,Irvine,92606,33.703976,-117.824172,0,2,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,Yes,17621,No,1,Yes,No,4,3.1624988705361177,89.625,No,New (0-1y),No,No
Female,68,No,Yes,No,0,Corona Del Mar,92625,33.600987,-117.862734,0,1,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,Yes,13422,No,1,Yes,No,3,45.649771751141245,91.3,No,New (0-1y),No,Yes
Male,75,No,Yes,Yes,0,Midway City,92655,33.744439,-117.98588,1,7,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,Yes,8660,No,2,No,Yes,0,3.186362188017187,66.79285714285714,Yes,New (0-1y),Yes,No
Male,74,No,Yes,Yes,0,Newport Beach,92661,33.601309,-117.902304,1,57,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,Yes,4242,No,2,No,Yes,4,4.535712125851369,95.21140350877194,Yes,Very Loyal (4y+),Yes,No
Female,78,No,Yes,Yes,0,Newport Beach,92663,33.62251,-117.927024,4,1,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,Yes,22133,No,2,No,No,4,4.382606790170961,100.8,No,New (0-1y),Yes,No
Male,66,No,Yes,Yes,0,Santa Ana,92706,33.765893,-117.881533,2,17,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,Yes,37879,No,2,No,No,1,9.556238054702433,72.5529411764706,Yes,Standard (1-2y),Yes,Yes
Female,73,No,Yes,No,0,Oak View,93022,34.404544,-119.302118,0,3,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,Yes,6503,No,1,Yes,No,2,4.342497828751085,73.64999999999999,Yes,New (0-1y),No,Yes
Male,79,No,Yes,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,66,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,Yes,31727,No,2,No,No,4,3.979998408000637,103.36590909090908,No,Very Loyal (4y+),Yes,No
Male,69,No,Yes,Yes,0,Santa Barbara,93110,34.437945,-119.77191,1,69,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,Yes,15757,No,2,No,No,6,27.099932250169378,106.06086956521739,Yes,Very Loyal (4y+),Yes,Yes
Female,65,No,Yes,Yes,0,Temecula,92592,33.507255,-117.029473,2,15,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,Yes,46171,No,2,No,No,3,27.683241055863146,83.88666666666667,No,Standard (1-2y),Yes,No
Female,68,No,Yes,No,0,Terra Bella,93270,35.939068,-119.043666,0,56,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,Yes,5868,No,1,Yes,No,5,26.187434531413675,98.40446428571428,Yes,Very Loyal (4y+),No,Yes
Female,79,No,Yes,No,0,Temecula,92592,33.507255,-117.029473,0,21,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,Yes,46171,No,1,Yes,No,3,10.472210586432682,93.98809523809524,Yes,Standard (1-2y),No,Yes
Female,80,No,Yes,No,0,Bradley,93426,35.842889,-121.004862,0,1,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,Yes,1363,No,1,Yes,No,0,8.768739039076202,70.15,No,New (0-1y),No,Yes
Male,77,No,Yes,Yes,0,Nipomo,93444,35.050345,-120.489599,3,32,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,Yes,15405,No,2,No,No,5,35.44988183372722,110.0234375,No,Loyal (2-4y),Yes,Yes
Female,65,No,Yes,Yes,0,Lee Vining,93541,37.890145,-119.184087,1,40,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,Yes,504,No,2,No,No,4,4.727497636251182,91.01124999999999,Yes,Loyal (2-4y),Yes,Yes
